symbol,layer_name,entry_time,exit_time,entry_price,exit_price,qty,pnl,slippage,exit_reason,hold_minutes
INTC,L3_RSI_SCALP,2026-01-29 10:44:00+00:00,2026-01-29 10:47:00+00:00,47.88,47.77079,1,-0.157,0.0478,STOP,3.0
INTC,L1_VWAP_MR,2026-01-29 10:47:00+00:00,2026-01-29 11:08:00+00:00,47.79,48.1,1,0.2621,0.0479,SIGNAL,21.0
INTC,L3_RSI_SCALP,2026-01-29 11:05:00+00:00,2026-01-29 11:11:00+00:00,47.93,48.1,1,0.122,0.048,SIGNAL,6.0
INTC,L1_VWAP_MR,2026-01-29 11:13:00+00:00,2026-01-29 11:15:00+00:00,48.07,48.0,1,-0.118,0.048,STOP,2.0
INTC,L1_VWAP_MR,2026-01-29 11:16:00+00:00,2026-01-29 11:20:00+00:00,47.9,48.03,1,0.082,0.048,SIGNAL,4.0
INTC,L1_VWAP_MR,2026-01-29 11:43:00+00:00,2026-01-29 11:48:00+00:00,48.12,48.069579730301776,1,-0.0985,0.0481,STOP,5.0
INTC,L1_VWAP_MR,2026-01-29 12:03:00+00:00,2026-01-29 12:11:00+00:00,48.1,48.04729204200646,1,-0.1008,0.0481,STOP,8.0
INTC,L1_VWAP_MR,2026-01-29 12:22:00+00:00,2026-01-29 12:27:00+00:00,47.98,47.91,1,-0.1179,0.0479,STOP,5.0
INTC,L1_VWAP_MR,2026-01-29 12:28:00+00:00,2026-01-29 12:30:00+00:00,47.92,47.8,1,-0.1679,0.0479,STOP,2.0
INTC,L1_VWAP_MR,2026-01-29 12:31:00+00:00,2026-01-29 12:39:00+00:00,47.84,47.76,1,-0.1278,0.0478,STOP,8.0
INTC,L1_VWAP_MR,2026-01-29 12:40:00+00:00,2026-01-29 12:41:00+00:00,47.8,47.7,1,-0.1477,0.0477,STOP,1.0
INTC,L1_VWAP_MR,2026-01-29 12:42:00+00:00,2026-01-29 13:00:00+00:00,47.77,47.72065489846697,1,-0.0971,0.0477,STOP,18.0
TLT,L3_RSI_SCALP,2026-01-29 13:55:00+00:00,2026-01-29 13:58:00+00:00,87.26,87.3,1,-0.0473,0.0873,SIGNAL,3.0
TLT,L3_RSI_SCALP,2026-01-29 14:25:00+00:00,2026-01-29 14:28:00+00:00,87.09,87.14,1,-0.0371,0.0871,SIGNAL,3.0
INTC,L1_VWAP_MR,2026-01-29 14:29:00+00:00,2026-01-29 14:30:00+00:00,47.59,47.46946416880363,1,-0.1681,0.0475,STOP,1.0
XLF,L2_ORB,2026-01-29 13:33:00+00:00,2026-01-29 14:47:00+00:00,53.36,53.11,1,-0.3032,0.0532,STOP,74.0
XLF,L1_VWAP_MR,2026-01-29 14:45:00+00:00,2026-01-29 14:47:00+00:00,53.2,53.11,1,-0.1432,0.0532,SIGNAL,2.0
XLF,L1_VWAP_MR,2026-01-29 14:50:00+00:00,2026-01-29 14:55:00+00:00,53.09,53.355,1,0.2118,0.0532,SIGNAL,5.0
XLE,L2_ORB,2026-01-29 14:18:00+00:00,2026-01-29 15:00:00+00:00,51.13,51.105,1,-0.0761,0.0511,SIGNAL,42.0
XLE,L1_VWAP_MR,2026-01-29 14:47:00+00:00,2026-01-29 15:12:00+00:00,51.1401,51.025,1,-0.1662,0.0511,STOP,25.0
XLE,L1_VWAP_MR,2026-01-29 15:13:00+00:00,2026-01-29 15:19:00+00:00,50.97,50.890777133277155,1,-0.1302,0.0509,STOP,6.0
XLE,L1_VWAP_MR,2026-01-29 15:30:00+00:00,2026-01-29 15:34:00+00:00,50.84,50.771002647720636,1,-0.1198,0.0508,STOP,4.0
XLE,L3_RSI_SCALP,2026-01-29 15:33:00+00:00,2026-01-29 15:35:00+00:00,50.83,50.761419,1,-0.1194,0.0508,STOP,2.0
XLE,L1_VWAP_MR,2026-01-29 15:42:00+00:00,2026-01-29 15:44:00+00:00,50.735,50.6566,1,-0.1291,0.0507,STOP,2.0
INTC,L1_VWAP_MR,2026-01-29 15:41:00+00:00,2026-01-29 15:50:00+00:00,47.64,47.3,1,-0.3875,0.0475,STOP,9.0
INTC,L1_VWAP_MR,2026-01-29 15:51:00+00:00,2026-01-29 15:54:00+00:00,47.24,47.0601,1,-0.2271,0.0472,STOP,3.0
XLF,L3_RSI_SCALP,2026-01-29 15:54:00+00:00,2026-01-29 15:57:00+00:00,53.175,53.235,1,0.0068,0.0532,SIGNAL,3.0
INTC,L1_VWAP_MR,2026-01-29 15:55:00+00:00,2026-01-29 16:04:00+00:00,47.205,47.0403,1,-0.2118,0.0471,STOP,9.0
XLE,L1_VWAP_MR,2026-01-29 15:45:00+00:00,2026-01-29 16:06:00+00:00,50.72,50.5885,1,-0.1822,0.0507,STOP,21.0
XLF,L1_VWAP_MR,2026-01-29 16:04:00+00:00,2026-01-29 16:07:00+00:00,53.045,52.998414898436856,1,-0.0996,0.053,STOP,3.0
XLE,L1_VWAP_MR,2026-01-29 16:08:00+00:00,2026-01-29 16:13:00+00:00,50.66,50.925,1,0.2142,0.0508,SIGNAL,5.0
INTC,L1_VWAP_MR,2026-01-29 16:05:00+00:00,2026-01-29 16:15:00+00:00,47.105,47.63,1,0.4776,0.0474,SIGNAL,10.0
XLE,L1_VWAP_MR,2026-01-29 16:41:00+00:00,2026-01-29 16:43:00+00:00,50.84,50.86,1,-0.0309,0.0508,SIGNAL,2.0
XLE,L1_VWAP_MR,2026-01-29 16:44:00+00:00,2026-01-29 16:47:00+00:00,50.83,50.775,1,-0.1058,0.0508,STOP,3.0
XLE,L1_VWAP_MR,2026-01-29 16:49:00+00:00,2026-01-29 16:51:00+00:00,50.83,50.77923249442955,1,-0.1016,0.0508,STOP,2.0
XLE,L1_VWAP_MR,2026-01-29 16:53:00+00:00,2026-01-29 16:58:00+00:00,50.725,50.87,1,0.0942,0.0508,SIGNAL,5.0
XLE,L1_VWAP_MR,2026-01-29 17:16:00+00:00,2026-01-29 17:21:00+00:00,50.81,50.925,1,0.0641,0.0509,SIGNAL,5.0
INTC,L2_ORB,2026-01-29 17:32:00+00:00,2026-01-29 17:46:00+00:00,48.5698,48.2301,1,-0.3881,0.0484,SIGNAL,14.0
XLE,L1_VWAP_MR,2026-01-29 17:59:00+00:00,2026-01-29 18:01:00+00:00,50.785,50.67,1,-0.1657,0.0507,STOP,2.0
PFE,L3_RSI_SCALP,2026-01-29 18:03:00+00:00,2026-01-29 18:06:00+00:00,26.055,26.1,3,0.0568,0.0782,SIGNAL,3.0
XLE,L1_VWAP_MR,2026-01-29 18:02:00+00:00,2026-01-29 18:19:00+00:00,50.69,50.8963,1,0.1555,0.0508,SIGNAL,17.0
INTC,L1_VWAP_MR,2026-01-29 18:31:00+00:00,2026-01-29 18:41:00+00:00,47.67,47.585,1,-0.1326,0.0476,STOP,10.0
INTC,L3_RSI_SCALP,2026-01-29 18:39:00+00:00,2026-01-29 18:42:00+00:00,47.675,47.5251,1,-0.1975,0.0476,STOP,3.0
INTC,L1_VWAP_MR,2026-01-29 18:42:00+00:00,2026-01-29 18:48:00+00:00,47.5251,47.645,1,0.0723,0.0476,SIGNAL,6.0
INTC,L3_RSI_SCALP,2026-01-29 18:45:00+00:00,2026-01-29 18:51:00+00:00,47.5689,47.69,1,0.0735,0.0476,SIGNAL,6.0
BAC,L2_ORB,2026-01-29 16:58:00+00:00,2026-01-29 19:30:00+00:00,52.625,52.7899,1,0.1122,0.0527,EOD,152.0
PFE,L2_ORB,2026-01-29 19:35:00+00:00,2026-01-29 20:30:00+00:00,26.195,26.1825,3,-0.1161,0.0786,EOD,55.0
XLE,L1_VWAP_MR,2026-01-29 19:59:00+00:00,2026-01-29 20:30:00+00:00,50.595,50.635,1,-0.0106,0.0506,EOD,31.0
XLE,L1_VWAP_MR,2026-01-29 20:36:00+00:00,2026-01-29 20:42:00+00:00,50.655,50.57,1,-0.1356,0.0506,STOP,6.0
XLE,L1_VWAP_MR,2026-01-29 20:43:00+00:00,2026-01-29 20:45:00+00:00,50.55,50.512071493655824,1,-0.0885,0.0505,STOP,2.0
PFE,L3_RSI_SCALP,2026-01-29 21:19:00+00:00,2026-01-29 21:22:00+00:00,26.07,26.07,3,-0.0782,0.0782,SIGNAL,3.0
XLE,L1_VWAP_MR,2026-01-29 21:00:00+00:00,2026-01-29 22:21:00+00:00,50.49,50.6,1,0.0595,0.0505,SIGNAL,81.0
PFE,L3_RSI_SCALP,2026-01-29 23:00:00+00:00,2026-01-29 23:44:00+00:00,26.06,26.08,3,-0.0182,0.0782,SIGNAL,44.0
XLE,L1_VWAP_MR,2026-01-29 23:55:00+00:00,2026-01-30 00:01:00+00:00,50.6,50.55,1,-0.1006,0.0506,STOP,6.0
XLE,L1_VWAP_MR,2026-01-30 00:33:00+00:00,2026-01-30 09:00:00+00:00,50.45,49.76,1,-0.7401,0.0501,STOP,507.0
INTC,L1_VWAP_MR,2026-01-30 09:00:00+00:00,2026-01-30 09:03:00+00:00,47.8,47.72373358409579,1,-0.124,0.0478,STOP,3.0
INTC,L3_RSI_SCALP,2026-01-30 09:03:00+00:00,2026-01-30 09:06:00+00:00,47.8,47.84,1,-0.0078,0.0478,SIGNAL,3.0
INTC,L1_VWAP_MR,2026-01-30 09:09:00+00:00,2026-01-30 09:10:00+00:00,47.73,47.65,1,-0.1277,0.0477,STOP,1.0
INTC,L3_RSI_SCALP,2026-01-30 09:09:00+00:00,2026-01-30 09:11:00+00:00,47.73,47.662871,1,-0.1148,0.0477,STOP,2.0
INTC,L1_VWAP_MR,2026-01-30 09:11:00+00:00,2026-01-30 09:13:00+00:00,47.69,47.62,1,-0.1177,0.0477,STOP,2.0
INTC,L1_VWAP_MR,2026-01-30 09:14:00+00:00,2026-01-30 09:15:00+00:00,47.62,47.55382520184057,1,-0.1138,0.0476,STOP,1.0
INTC,L1_VWAP_MR,2026-01-30 09:17:00+00:00,2026-01-30 09:18:00+00:00,47.59,47.51964487118195,1,-0.1179,0.0476,STOP,1.0
INTC,L1_VWAP_MR,2026-01-30 09:20:00+00:00,2026-01-30 09:21:00+00:00,47.48,47.37,1,-0.1574,0.0474,STOP,1.0
INTC,L1_VWAP_MR,2026-01-30 09:22:00+00:00,2026-01-30 09:23:00+00:00,47.4,47.29,1,-0.1573,0.0473,STOP,1.0
INTC,L3_RSI_SCALP,2026-01-30 09:22:00+00:00,2026-01-30 09:24:00+00:00,47.4,47.22,1,-0.2273,0.0473,STOP,2.0
PFE,L3_RSI_SCALP,2026-01-30 09:16:00+00:00,2026-01-30 09:32:00+00:00,26.02,26.06,3,0.0419,0.0781,SIGNAL,16.0
INTC,L1_VWAP_MR,2026-01-30 09:24:00+00:00,2026-01-30 09:45:00+00:00,47.22,47.1,1,-0.1672,0.0472,STOP,21.0
XLE,L1_VWAP_MR,2026-01-30 09:01:00+00:00,2026-01-30 09:54:00+00:00,49.81,49.62,1,-0.2397,0.0497,STOP,53.0
INTC,L1_VWAP_MR,2026-01-30 09:46:00+00:00,2026-01-30 09:57:00+00:00,47.1,47.4,1,0.2527,0.0472,SIGNAL,11.0
XLE,L1_VWAP_MR,2026-01-30 09:55:00+00:00,2026-01-30 10:04:00+00:00,49.63,49.58,1,-0.0996,0.0496,STOP,9.0
XLE,L1_VWAP_MR,2026-01-30 10:08:00+00:00,2026-01-30 10:13:00+00:00,49.68,49.6,1,-0.1296,0.0496,STOP,5.0
XLF,L3_RSI_SCALP,2026-01-30 09:57:00+00:00,2026-01-30 10:14:00+00:00,53.15,53.15,1,-0.0531,0.0531,SIGNAL,17.0
INTC,L1_VWAP_MR,2026-01-30 10:17:00+00:00,2026-01-30 10:21:00+00:00,47.42,47.36,1,-0.1074,0.0474,STOP,4.0
XLE,L1_VWAP_MR,2026-01-30 10:14:00+00:00,2026-01-30 10:33:00+00:00,49.59,49.79,1,0.1503,0.0497,SIGNAL,19.0
BAC,L3_RSI_SCALP,2026-01-30 10:14:00+00:00,2026-01-30 10:34:00+00:00,52.67,52.76,1,0.0373,0.0527,SIGNAL,20.0
XLF,L3_RSI_SCALP,2026-01-30 10:42:00+00:00,2026-01-30 11:32:00+00:00,53.19,53.28,1,0.0368,0.0532,SIGNAL,50.0
INTC,L1_VWAP_MR,2026-01-30 13:01:00+00:00,2026-01-30 13:02:00+00:00,47.74,47.524168809203914,1,-0.2635,0.0476,STOP,1.0
XLE,L1_VWAP_MR,2026-01-30 13:00:00+00:00,2026-01-30 13:26:00+00:00,49.7,50.3907,1,0.6407,0.05,SIGNAL,26.0
INTC,L2_ORB,2026-01-30 14:20:00+00:00,2026-01-30 14:31:00+00:00,48.5005,48.0,1,-0.5488,0.0483,STOP,11.0
INTC,L1_VWAP_MR,2026-01-30 14:31:00+00:00,2026-01-30 14:32:00+00:00,48.0,47.83218991382418,1,-0.2157,0.0479,STOP,1.0
PFE,L1_VWAP_MR,2026-01-30 14:48:00+00:00,2026-01-30 14:50:00+00:00,25.935,25.902229506158953,3,-0.1761,0.0778,STOP,2.0
PFE,L3_RSI_SCALP,2026-01-30 14:51:00+00:00,2026-01-30 14:52:00+00:00,25.945,25.92001,3,-0.1528,0.0778,STOP,1.0
BAC,L2_ORB,2026-01-30 14:28:00+00:00,2026-01-30 15:00:00+00:00,52.91,53.175,1,0.212,0.053,SIGNAL,32.0
INTC,L1_VWAP_MR,2026-01-30 14:58:00+00:00,2026-01-30 15:02:00+00:00,48.495,48.25635632560678,1,-0.287,0.0484,STOP,4.0
INTC,L1_VWAP_MR,2026-01-30 15:08:00+00:00,2026-01-30 15:11:00+00:00,48.36,48.56,1,0.1515,0.0485,SIGNAL,3.0
INTC,L1_VWAP_MR,2026-01-30 15:24:00+00:00,2026-01-30 15:33:00+00:00,48.295,48.1224047362132,1,-0.2208,0.0482,STOP,9.0
INTC,L1_VWAP_MR,2026-01-30 16:10:00+00:00,2026-01-30 16:15:00+00:00,48.37,48.242,1,-0.1763,0.0483,STOP,5.0
XLF,L1_VWAP_MR,2026-01-30 16:21:00+00:00,2026-01-30 16:24:00+00:00,53.16,53.12743875844279,1,-0.0857,0.0531,STOP,3.0
XLF,L3_RSI_SCALP,2026-01-30 16:25:00+00:00,2026-01-30 16:27:00+00:00,53.155,53.112293,1,-0.0958,0.0531,STOP,2.0
XLF,L1_VWAP_MR,2026-01-30 16:27:00+00:00,2026-01-30 16:28:00+00:00,53.115,53.08017562053491,1,-0.0879,0.0531,STOP,1.0
XLF,L1_VWAP_MR,2026-01-30 16:30:00+00:00,2026-01-30 16:34:00+00:00,53.09,53.115,1,-0.0281,0.0531,SIGNAL,4.0
XLF,L3_RSI_SCALP,2026-01-30 16:31:00+00:00,2026-01-30 16:37:00+00:00,53.105,53.165,1,0.0069,0.0531,SIGNAL,6.0
SLV,L1_VWAP_MR,2026-01-30 16:35:00+00:00,2026-01-30 16:40:00+00:00,85.21,85.42,1,0.1247,0.0853,SIGNAL,5.0
XLF,L3_RSI_SCALP,2026-01-30 16:40:00+00:00,2026-01-30 16:42:00+00:00,53.159,53.123411,1,-0.0887,0.0531,STOP,2.0
INTC,L1_VWAP_MR,2026-01-30 16:16:00+00:00,2026-01-30 16:43:00+00:00,48.225,48.4425,1,0.1692,0.0483,SIGNAL,27.0
SLV,L3_RSI_SCALP,2026-01-30 16:37:00+00:00,2026-01-30 16:43:00+00:00,84.94,85.62,1,0.5947,0.0853,SIGNAL,6.0
INTC,L1_VWAP_MR,2026-01-30 16:45:00+00:00,2026-01-30 16:48:00+00:00,48.31,48.19,1,-0.1683,0.0482,STOP,3.0
SLV,L1_VWAP_MR,2026-01-30 16:49:00+00:00,2026-01-30 16:50:00+00:00,84.2901,83.69745821009816,1,-0.6766,0.084,STOP,1.0
INTC,L1_VWAP_MR,2026-01-30 16:49:00+00:00,2026-01-30 16:52:00+00:00,48.125,48.03681625381367,1,-0.1363,0.0481,STOP,3.0
SLV,L1_VWAP_MR,2026-01-30 16:52:00+00:00,2026-01-30 16:55:00+00:00,83.91,84.85,1,0.8556,0.0844,SIGNAL,3.0
SLV,L3_RSI_SCALP,2026-01-30 16:52:00+00:00,2026-01-30 16:58:00+00:00,83.91,84.884,1,0.8896,0.0844,SIGNAL,6.0
INTC,L1_VWAP_MR,2026-01-30 16:58:00+00:00,2026-01-30 17:01:00+00:00,47.9888,47.94,1,-0.0968,0.048,SIGNAL,3.0
INTC,L3_RSI_SCALP,2026-01-30 16:58:00+00:00,2026-01-30 17:02:00+00:00,47.9888,47.85,1,-0.1867,0.0479,STOP,4.0
INTC,L1_VWAP_MR,2026-01-30 17:03:00+00:00,2026-01-30 17:07:00+00:00,47.865,47.7522,1,-0.1606,0.0478,STOP,4.0
BAC,L1_VWAP_MR,2026-01-30 17:07:00+00:00,2026-01-30 17:08:00+00:00,52.82,52.78074842305893,1,-0.0921,0.0528,STOP,1.0
BAC,L3_RSI_SCALP,2026-01-30 17:08:00+00:00,2026-01-30 17:11:00+00:00,52.83,52.85,1,-0.0328,0.0528,SIGNAL,3.0
INTC,L1_VWAP_MR,2026-01-30 17:08:00+00:00,2026-01-30 17:12:00+00:00,47.78,47.6881,1,-0.1396,0.0477,STOP,4.0
XLF,L3_RSI_SCALP,2026-01-30 17:10:00+00:00,2026-01-30 17:13:00+00:00,53.085,53.065,1,-0.0731,0.0531,SIGNAL,3.0
BAC,L3_RSI_SCALP,2026-01-30 17:14:00+00:00,2026-01-30 17:17:00+00:00,52.84,52.9,1,0.0071,0.0529,SIGNAL,3.0
INTC,L1_VWAP_MR,2026-01-30 17:13:00+00:00,2026-01-30 17:22:00+00:00,47.67,47.955,1,0.2372,0.0478,SIGNAL,9.0
INTC,L3_RSI_SCALP,2026-01-30 17:19:00+00:00,2026-01-30 17:25:00+00:00,47.745,47.98,1,0.1871,0.0479,SIGNAL,6.0
XLE,L3_RSI_SCALP,2026-01-30 17:25:00+00:00,2026-01-30 17:26:00+00:00,50.285,50.235087,1,-0.1002,0.0503,STOP,1.0
XLE,L1_VWAP_MR,2026-01-30 17:28:00+00:00,2026-01-30 17:29:00+00:00,50.165,50.005,1,-0.2101,0.0501,STOP,1.0
SLV,L1_VWAP_MR,2026-01-30 17:12:00+00:00,2026-01-30 17:32:00+00:00,82.205,81.4877133456034,1,-0.7991,0.0818,STOP,20.0
XLE,L3_RSI_SCALP,2026-01-30 17:31:00+00:00,2026-01-30 17:33:00+00:00,50.245,50.17861,1,-0.1166,0.0502,STOP,2.0
INTC,L1_VWAP_MR,2026-01-30 17:33:00+00:00,2026-01-30 17:35:00+00:00,47.76,47.66950379326055,1,-0.1382,0.0477,STOP,2.0
SLV,L1_VWAP_MR,2026-01-30 17:39:00+00:00,2026-01-30 17:42:00+00:00,80.98,80.1767,1,-0.8839,0.0806,STOP,3.0
SLV,L1_VWAP_MR,2026-01-30 17:43:00+00:00,2026-01-30 17:45:00+00:00,79.93,79.20165984327116,1,-0.8079,0.0796,STOP,2.0
SLV,L1_VWAP_MR,2026-01-30 17:52:00+00:00,2026-01-30 17:54:00+00:00,78.1186,77.3194,1,-0.8769,0.0777,STOP,2.0
SLV,L1_VWAP_MR,2026-01-30 17:55:00+00:00,2026-01-30 17:58:00+00:00,77.3405,77.67,1,0.252,0.0775,SIGNAL,3.0
SLV,L3_RSI_SCALP,2026-01-30 17:55:00+00:00,2026-01-30 18:01:00+00:00,77.3405,78.385,1,0.9666,0.0779,SIGNAL,6.0
XLE,L1_VWAP_MR,2026-01-30 17:34:00+00:00,2026-01-30 18:02:00+00:00,50.105,50.165,1,0.0099,0.0501,SIGNAL,28.0
XLE,L3_RSI_SCALP,2026-01-30 18:01:00+00:00,2026-01-30 18:04:00+00:00,50.085,50.185,1,0.0499,0.0501,SIGNAL,3.0
SLV,L1_VWAP_MR,2026-01-30 18:10:00+00:00,2026-01-30 18:12:00+00:00,75.4,74.30725395918311,1,-1.1676,0.0749,STOP,2.0
XLE,L1_VWAP_MR,2026-01-30 18:11:00+00:00,2026-01-30 18:14:00+00:00,50.085,50.03265737424723,1,-0.1024,0.0501,STOP,3.0
INTC,L1_VWAP_MR,2026-01-30 18:12:00+00:00,2026-01-30 18:14:00+00:00,47.46,47.38282459741869,1,-0.1246,0.0474,STOP,2.0
INTC,L1_VWAP_MR,2026-01-30 18:16:00+00:00,2026-01-30 18:18:00+00:00,47.3,47.21629331288978,1,-0.131,0.0473,STOP,2.0
SLV,L1_VWAP_MR,2026-01-30 18:16:00+00:00,2026-01-30 18:18:00+00:00,72.81,71.22,1,-1.662,0.072,STOP,2.0
SLV,L1_VWAP_MR,2026-01-30 18:19:00+00:00,2026-01-30 18:20:00+00:00,73.22,71.68,1,-1.6124,0.0724,STOP,1.0
SLV,L3_RSI_SCALP,2026-01-30 18:19:00+00:00,2026-01-30 18:21:00+00:00,73.22,71.42,1,-1.8723,0.0723,STOP,2.0
SLV,L1_VWAP_MR,2026-01-30 18:21:00+00:00,2026-01-30 18:41:00+00:00,71.42,69.83738730389567,1,-1.6532,0.0706,STOP,20.0
INTC,L3_RSI_SCALP,2026-01-30 18:43:00+00:00,2026-01-30 18:46:00+00:00,46.7758,46.85,1,0.0274,0.0468,SIGNAL,3.0
BAC,L1_VWAP_MR,2026-01-30 18:22:00+00:00,2026-01-30 18:47:00+00:00,52.795,52.915,1,0.0671,0.0529,SIGNAL,25.0
XLE,L2_ORB,2026-01-30 19:21:00+00:00,2026-01-30 19:29:00+00:00,50.68,50.475,1,-0.2556,0.0506,SIGNAL,8.0
PFE,L2_ORB,2026-01-30 17:36:00+00:00,2026-01-30 19:30:00+00:00,26.285,26.41,3,0.296,0.079,EOD,114.0
SLV,L1_VWAP_MR,2026-01-30 19:23:00+00:00,2026-01-30 19:30:00+00:00,74.625,76.39,1,1.6895,0.0755,EOD,7.0
INTC,L1_VWAP_MR,2026-01-30 19:32:00+00:00,2026-01-30 19:35:00+00:00,47.085,46.894,1,-0.238,0.047,STOP,3.0
INTC,L1_VWAP_MR,2026-01-30 19:36:00+00:00,2026-01-30 19:42:00+00:00,46.88,46.71,1,-0.2168,0.0468,STOP,6.0
INTC,L1_VWAP_MR,2026-01-30 19:43:00+00:00,2026-01-30 19:45:00+00:00,46.7101,46.57,1,-0.1867,0.0466,STOP,2.0
INTC,L1_VWAP_MR,2026-01-30 19:46:00+00:00,2026-01-30 19:53:00+00:00,46.645,46.74,1,0.0483,0.0467,SIGNAL,7.0
INTC,L3_RSI_SCALP,2026-01-30 19:50:00+00:00,2026-01-30 19:56:00+00:00,46.595,46.605,1,-0.0366,0.0466,SIGNAL,6.0
INTC,L1_VWAP_MR,2026-01-30 19:58:00+00:00,2026-01-30 19:59:00+00:00,46.5103,46.41,1,-0.1468,0.0465,STOP,1.0
SLV,L1_VWAP_MR,2026-01-30 20:02:00+00:00,2026-01-30 20:11:00+00:00,76.735,76.06676353086752,1,-0.7446,0.0764,STOP,9.0
INTC,L1_VWAP_MR,2026-01-30 20:00:00+00:00,2026-01-30 20:16:00+00:00,46.4001,46.304454913219395,1,-0.142,0.0464,STOP,16.0
INTC,L1_VWAP_MR,2026-01-30 20:20:00+00:00,2026-01-30 20:21:00+00:00,46.2499,46.16728655367122,1,-0.1288,0.0462,STOP,1.0
INTC,L1_VWAP_MR,2026-01-30 20:23:00+00:00,2026-01-30 20:26:00+00:00,46.19,46.1065,1,-0.1296,0.0461,SIGNAL,3.0
INTC,L3_RSI_SCALP,2026-01-30 20:23:00+00:00,2026-01-30 20:27:00+00:00,46.19,46.015,1,-0.2211,0.0461,STOP,4.0
SLV,L1_VWAP_MR,2026-01-30 20:16:00+00:00,2026-01-30 20:30:00+00:00,75.11,75.54,1,0.3547,0.0753,EOD,14.0
INTC,L1_VWAP_MR,2026-01-30 20:28:00+00:00,2026-01-30 20:30:00+00:00,45.97,46.06,1,0.044,0.046,EOD,2.0
INTC,L3_RSI_SCALP,2026-01-30 20:29:00+00:00,2026-01-30 20:30:00+00:00,46.06,46.06,1,-0.0461,0.0461,EOD,1.0
SLV,L1_VWAP_MR,2026-01-30 20:38:00+00:00,2026-01-30 21:06:00+00:00,73.76,75.67,1,1.8353,0.0747,SIGNAL,28.0
SLV,L1_VWAP_MR,2026-01-30 21:37:00+00:00,2026-01-30 21:38:00+00:00,76.3501,75.85,1,-0.5762,0.0761,STOP,1.0
INTC,L1_VWAP_MR,2026-01-30 21:06:00+00:00,2026-01-30 21:40:00+00:00,46.2908,46.25,1,-0.0871,0.0463,SIGNAL,34.0
SLV,L1_VWAP_MR,2026-01-30 21:39:00+00:00,2026-01-30 21:41:00+00:00,76.05,75.73286701923176,1,-0.393,0.0759,STOP,2.0
INTC,L1_VWAP_MR,2026-01-30 21:41:00+00:00,2026-01-30 21:44:00+00:00,46.25,46.19886469172075,1,-0.0974,0.0462,STOP,3.0
INTC,L1_VWAP_MR,2026-01-30 21:50:00+00:00,2026-01-30 22:01:00+00:00,46.24,46.31,1,0.0237,0.0463,SIGNAL,11.0
INTC,L3_RSI_SCALP,2026-01-30 22:08:00+00:00,2026-01-30 22:11:00+00:00,46.2923,46.28,1,-0.0586,0.0463,SIGNAL,3.0
SLV,L1_VWAP_MR,2026-01-30 22:18:00+00:00,2026-01-30 22:19:00+00:00,76.8599,76.67839369253072,1,-0.2583,0.0768,STOP,1.0
INTC,L1_VWAP_MR,2026-01-30 22:17:00+00:00,2026-01-30 22:21:00+00:00,46.2492,46.19,1,-0.1054,0.0462,STOP,4.0
INTC,L1_VWAP_MR,2026-01-30 22:22:00+00:00,2026-01-30 22:31:00+00:00,46.19,46.15,1,-0.0862,0.0462,STOP,9.0
INTC,L1_VWAP_MR,2026-01-30 22:32:00+00:00,2026-01-30 22:41:00+00:00,46.14,46.22,1,0.0338,0.0462,SIGNAL,9.0
SLV,L1_VWAP_MR,2026-01-30 22:43:00+00:00,2026-01-30 22:45:00+00:00,77.07,77.24,1,0.0928,0.0772,SIGNAL,2.0
INTC,L3_RSI_SCALP,2026-01-30 22:38:00+00:00,2026-01-30 22:45:00+00:00,46.18,46.2297,1,0.0035,0.0462,SIGNAL,7.0
INTC,L1_VWAP_MR,2026-01-30 22:53:00+00:00,2026-01-30 22:57:00+00:00,46.16,46.1,1,-0.1061,0.0461,STOP,4.0
INTC,L1_VWAP_MR,2026-01-30 22:58:00+00:00,2026-01-30 22:59:00+00:00,46.15,46.11,1,-0.0861,0.0461,STOP,1.0
SLV,L1_VWAP_MR,2026-01-30 22:50:00+00:00,2026-01-30 23:01:00+00:00,77.05,76.9268560637784,1,-0.2001,0.077,STOP,11.0
SLV,L1_VWAP_MR,2026-01-30 23:13:00+00:00,2026-01-30 23:16:00+00:00,77.11,77.1402,1,-0.0469,0.0771,SIGNAL,3.0
SLV,L1_VWAP_MR,2026-01-30 23:22:00+00:00,2026-01-30 23:23:00+00:00,77.1405,77.1492,1,-0.0684,0.0771,SIGNAL,1.0
INTC,L1_VWAP_MR,2026-01-30 23:20:00+00:00,2026-01-30 23:32:00+00:00,46.1897,46.2202,1,-0.0157,0.0462,SIGNAL,12.0
SLV,L1_VWAP_MR,2026-01-30 23:32:00+00:00,2026-01-30 23:35:00+00:00,77.2,77.2013,1,-0.0759,0.0772,SIGNAL,3.0
SLV,L1_VWAP_MR,2026-01-30 23:41:00+00:00,2026-01-30 23:42:00+00:00,77.13,77.0,1,-0.2071,0.0771,STOP,1.0
SLV,L1_VWAP_MR,2026-01-30 23:43:00+00:00,2026-01-30 23:44:00+00:00,77.0,76.95732171747393,1,-0.1197,0.077,STOP,1.0
SLV,L1_VWAP_MR,2026-01-30 23:46:00+00:00,2026-01-30 23:57:00+00:00,76.9099,77.1298,1,0.1429,0.077,SIGNAL,11.0
SLV,L1_VWAP_MR,2026-01-31 00:07:00+00:00,2026-01-31 00:11:00+00:00,77.0651,77.03112781148243,1,-0.111,0.077,STOP,4.0
