symbol,layer_name,entry_time,exit_time,entry_price,exit_price,qty,pnl,slippage,exit_reason,hold_minutes
TLT,L3_RSI_SCALP,2026-01-12 19:07:00+00:00,2026-01-12 19:10:00+00:00,87.8,87.8101,1,-0.0777,0.0878,SIGNAL,3.0
BAC,L1_VWAP_MR,2026-01-12 18:53:00+00:00,2026-01-12 19:12:00+00:00,54.76,54.815,1,0.0002,0.0548,SIGNAL,19.0
INTC,L1_VWAP_MR,2026-01-12 19:02:00+00:00,2026-01-12 19:13:00+00:00,44.2046,44.4074,2,0.317,0.0886,SIGNAL,11.0
BAC,L1_VWAP_MR,2026-01-12 19:18:00+00:00,2026-01-12 19:20:00+00:00,54.77,54.735,1,-0.0898,0.0548,STOP,2.0
INTC,L1_VWAP_MR,2026-01-12 19:20:00+00:00,2026-01-12 19:26:00+00:00,44.225,44.42,2,0.3014,0.0886,SIGNAL,6.0
XLE,L1_VWAP_MR,2026-01-12 19:26:00+00:00,2026-01-12 19:29:00+00:00,46.14,46.115,2,-0.1423,0.0923,STOP,3.0
XLE,L3_RSI_SCALP,2026-01-12 19:28:00+00:00,2026-01-12 19:30:00+00:00,46.14,46.115,2,-0.1423,0.0923,EOD,2.0
TLT,L3_RSI_SCALP,2026-01-12 19:47:00+00:00,2026-01-12 19:50:00+00:00,87.66,87.6601,1,-0.0876,0.0877,SIGNAL,3.0
INTC,L1_VWAP_MR,2026-01-12 19:41:00+00:00,2026-01-12 19:56:00+00:00,44.29,44.335,2,0.0014,0.0886,SIGNAL,15.0
TLT,L3_RSI_SCALP,2026-01-12 19:59:00+00:00,2026-01-12 20:02:00+00:00,87.64,87.64,1,-0.0876,0.0876,SIGNAL,3.0
XLE,L1_VWAP_MR,2026-01-12 19:31:00+00:00,2026-01-12 20:03:00+00:00,46.145,46.22,2,0.0576,0.0924,SIGNAL,32.0
INTC,L1_VWAP_MR,2026-01-12 19:57:00+00:00,2026-01-12 20:03:00+00:00,44.305,44.5374,2,0.376,0.0888,SIGNAL,6.0
TLT,L3_RSI_SCALP,2026-01-12 20:08:00+00:00,2026-01-12 20:09:00+00:00,87.6401,87.6201,1,-0.1076,0.0876,STOP,1.0
PFE,L1_VWAP_MR,2026-01-12 20:08:00+00:00,2026-01-12 20:14:00+00:00,25.24,25.220671748046108,4,-0.1782,0.1009,STOP,6.0
SLV,L3_RSI_SCALP,2026-01-12 20:16:00+00:00,2026-01-12 20:18:00+00:00,77.19,77.057859,1,-0.2093,0.0771,STOP,2.0
XLE,L1_VWAP_MR,2026-01-12 20:13:00+00:00,2026-01-12 20:18:00+00:00,46.125,46.102672521311796,2,-0.1369,0.0922,STOP,5.0
TLT,L3_RSI_SCALP,2026-01-12 20:17:00+00:00,2026-01-12 20:20:00+00:00,87.635,87.625,1,-0.0976,0.0876,SIGNAL,3.0
SLV,L1_VWAP_MR,2026-01-12 20:19:00+00:00,2026-01-12 20:21:00+00:00,76.94,76.81535990575419,1,-0.2015,0.0769,STOP,2.0
PFE,L1_VWAP_MR,2026-01-12 20:21:00+00:00,2026-01-12 20:23:00+00:00,25.2215,25.20532036133188,4,-0.1656,0.1009,STOP,2.0
PFE,L1_VWAP_MR,2026-01-12 20:25:00+00:00,2026-01-12 20:26:00+00:00,25.1999,25.18220362855956,4,-0.1715,0.1008,STOP,1.0
PFE,L1_VWAP_MR,2026-01-12 20:29:00+00:00,2026-01-12 20:30:00+00:00,25.165,25.165,4,-0.1007,0.1007,EOD,1.0
PFE,L3_RSI_SCALP,2026-01-12 20:33:00+00:00,2026-01-12 20:36:00+00:00,25.17,25.175,4,-0.0807,0.1007,SIGNAL,3.0
INTC,L1_VWAP_MR,2026-01-12 20:41:00+00:00,2026-01-12 20:43:00+00:00,44.48,44.429245432716236,2,-0.1904,0.0889,STOP,2.0
INTC,L1_VWAP_MR,2026-01-12 20:46:00+00:00,2026-01-12 20:49:00+00:00,44.39,44.335,2,-0.1987,0.0887,STOP,3.0
INTC,L1_VWAP_MR,2026-01-12 20:50:00+00:00,2026-01-12 20:54:00+00:00,44.365,44.26,2,-0.2986,0.0886,STOP,4.0
INTC,L1_VWAP_MR,2026-01-12 20:55:00+00:00,2026-01-12 20:56:00+00:00,44.16,44.0964,2,-0.2155,0.0883,STOP,1.0
SLV,L1_VWAP_MR,2026-01-12 21:15:00+00:00,2026-01-12 21:19:00+00:00,76.91,76.82,1,-0.1669,0.0769,STOP,4.0
SLV,L1_VWAP_MR,2026-01-12 21:20:00+00:00,2026-01-12 21:23:00+00:00,76.8703,76.97,1,0.0228,0.0769,SIGNAL,3.0
SLV,L3_RSI_SCALP,2026-01-12 21:20:00+00:00,2026-01-12 21:26:00+00:00,76.8703,77.0386,1,0.0913,0.077,SIGNAL,6.0
INTC,L1_VWAP_MR,2026-01-12 20:57:00+00:00,2026-01-12 21:29:00+00:00,44.075,44.17,2,0.1018,0.0882,SIGNAL,32.0
INTC,L3_RSI_SCALP,2026-01-12 21:26:00+00:00,2026-01-12 21:32:00+00:00,44.19,44.1716,2,-0.1252,0.0884,SIGNAL,6.0
INTC,L1_VWAP_MR,2026-01-12 21:31:00+00:00,2026-01-12 21:33:00+00:00,44.18,44.1896,2,-0.0692,0.0884,SIGNAL,2.0
INTC,L1_VWAP_MR,2026-01-12 21:34:00+00:00,2026-01-12 21:37:00+00:00,44.19,44.19,2,-0.0884,0.0884,SIGNAL,3.0
INTC,L1_VWAP_MR,2026-01-12 21:39:00+00:00,2026-01-12 21:46:00+00:00,44.17,44.15,2,-0.1283,0.0883,STOP,7.0
INTC,L1_VWAP_MR,2026-01-12 21:47:00+00:00,2026-01-12 21:51:00+00:00,44.16,44.13,2,-0.1483,0.0883,STOP,4.0
SLV,L1_VWAP_MR,2026-01-12 21:46:00+00:00,2026-01-12 21:52:00+00:00,76.85,77.02,1,0.0931,0.0769,SIGNAL,6.0
INTC,L1_VWAP_MR,2026-01-12 21:53:00+00:00,2026-01-12 21:54:00+00:00,44.12,44.10348545124529,2,-0.1213,0.0882,STOP,1.0
INTC,L3_RSI_SCALP,2026-01-12 21:54:00+00:00,2026-01-12 21:56:00+00:00,44.1389,44.101315,2,-0.1634,0.0882,STOP,2.0
INTC,L3_RSI_SCALP,2026-01-12 22:02:00+00:00,2026-01-12 22:05:00+00:00,44.13,44.13,2,-0.0883,0.0883,SIGNAL,3.0
INTC,L3_RSI_SCALP,2026-01-12 22:11:00+00:00,2026-01-12 22:15:00+00:00,44.12,44.1005,2,-0.1272,0.0882,SIGNAL,4.0
INTC,L1_VWAP_MR,2026-01-12 22:15:00+00:00,2026-01-12 22:17:00+00:00,44.1005,44.06,2,-0.1692,0.0882,STOP,2.0
INTC,L1_VWAP_MR,2026-01-12 22:23:00+00:00,2026-01-12 22:30:00+00:00,44.1003,44.18,2,0.0711,0.0883,SIGNAL,7.0
INTC,L1_VWAP_MR,2026-01-12 23:01:00+00:00,2026-01-12 23:02:00+00:00,44.13,44.11809794041806,2,-0.1121,0.0882,STOP,1.0
SLV,L1_VWAP_MR,2026-01-12 23:06:00+00:00,2026-01-12 23:08:00+00:00,76.8999,76.7899,1,-0.1868,0.0768,STOP,2.0
SLV,L1_VWAP_MR,2026-01-12 23:09:00+00:00,2026-01-12 23:10:00+00:00,76.85,76.34,1,-0.5866,0.0766,STOP,1.0
SLV,L1_VWAP_MR,2026-01-12 23:11:00+00:00,2026-01-12 23:12:00+00:00,76.34,76.0908,1,-0.3254,0.0762,STOP,1.0
SLV,L1_VWAP_MR,2026-01-12 23:13:00+00:00,2026-01-12 23:14:00+00:00,76.13,75.81,1,-0.396,0.076,STOP,1.0
SLV,L1_VWAP_MR,2026-01-12 23:15:00+00:00,2026-01-12 23:21:00+00:00,75.8225,75.65,1,-0.2482,0.0757,STOP,6.0
SLV,L1_VWAP_MR,2026-01-12 23:22:00+00:00,2026-01-12 23:34:00+00:00,75.8404,76.49,1,0.5734,0.0762,SIGNAL,12.0
INTC,L1_VWAP_MR,2026-01-12 23:04:00+00:00,2026-01-12 23:45:00+00:00,44.1002,44.083260641305515,2,-0.1221,0.0882,STOP,41.0
SLV,L1_VWAP_MR,2026-01-12 23:38:00+00:00,2026-01-12 23:48:00+00:00,76.02,76.2536,1,0.1575,0.0761,SIGNAL,10.0
INTC,L1_VWAP_MR,2026-01-12 23:53:00+00:00,2026-01-12 23:55:00+00:00,44.09,44.07,2,-0.1282,0.0882,STOP,2.0
INTC,L1_VWAP_MR,2026-01-12 23:56:00+00:00,2026-01-13 00:02:00+00:00,44.0709,44.05,2,-0.1299,0.0881,STOP,6.0
INTC,L1_VWAP_MR,2026-01-13 00:04:00+00:00,2026-01-13 00:05:00+00:00,44.05,44.03590528806374,2,-0.1163,0.0881,STOP,1.0
SLV,L1_VWAP_MR,2026-01-13 00:07:00+00:00,2026-01-13 00:09:00+00:00,76.3201,76.2,1,-0.1964,0.0763,STOP,2.0
SLV,L1_VWAP_MR,2026-01-13 00:10:00+00:00,2026-01-13 00:17:00+00:00,76.26,76.41,1,0.0737,0.0763,SIGNAL,7.0
SLV,L1_VWAP_MR,2026-01-13 00:25:00+00:00,2026-01-13 00:29:00+00:00,76.33,76.1,1,-0.3062,0.0762,STOP,4.0
SLV,L1_VWAP_MR,2026-01-13 00:30:00+00:00,2026-01-13 00:47:00+00:00,76.1,76.3,1,0.1238,0.0762,SIGNAL,17.0
INTC,L1_VWAP_MR,2026-01-13 00:37:00+00:00,2026-01-13 00:51:00+00:00,44.0101,44.0102,2,-0.0878,0.088,SIGNAL,14.0
INTC,L3_RSI_SCALP,2026-01-13 00:47:00+00:00,2026-01-13 00:54:00+00:00,44.01,44.01,2,-0.088,0.088,SIGNAL,7.0
INTC,L2_ORB,2026-01-13 09:02:00+00:00,2026-01-13 09:04:00+00:00,45.37,45.14,2,-0.5505,0.0905,SIGNAL,2.0
SLV,L3_RSI_SCALP,2026-01-13 12:33:00+00:00,2026-01-13 12:36:00+00:00,77.5,77.51,1,-0.0675,0.0775,SIGNAL,3.0
XLF,L2_ORB,2026-01-12 20:49:00+00:00,2026-01-13 13:14:00+00:00,55.305,55.12,1,-0.2402,0.0552,SIGNAL,985.0
INTC,L1_VWAP_MR,2026-01-13 14:33:00+00:00,2026-01-13 14:35:00+00:00,45.55,45.332703653684675,2,-0.5255,0.0909,STOP,2.0
INTC,L3_RSI_SCALP,2026-01-13 14:38:00+00:00,2026-01-13 14:41:00+00:00,45.515,46.35,2,1.5781,0.0919,SIGNAL,3.0
PFE,L3_RSI_SCALP,2026-01-13 14:40:00+00:00,2026-01-13 14:41:00+00:00,25.155,25.1099,4,-0.2809,0.1005,STOP,1.0
XLF,L1_VWAP_MR,2026-01-13 14:46:00+00:00,2026-01-13 14:48:00+00:00,54.61,54.52,1,-0.1446,0.0546,STOP,2.0
BAC,L1_VWAP_MR,2026-01-13 14:48:00+00:00,2026-01-13 14:54:00+00:00,54.95,54.850950348551265,1,-0.154,0.0549,STOP,6.0
XLF,L3_RSI_SCALP,2026-01-13 14:55:00+00:00,2026-01-13 14:58:00+00:00,54.585,54.6,1,-0.0396,0.0546,SIGNAL,3.0
SLV,L2_ORB,2026-01-13 14:05:00+00:00,2026-01-13 15:00:00+00:00,79.72,80.2683,1,0.4683,0.08,SIGNAL,55.0
PFE,L1_VWAP_MR,2026-01-13 14:44:00+00:00,2026-01-13 15:07:00+00:00,25.05,25.075,4,-0.0002,0.1002,SIGNAL,23.0
BAC,L1_VWAP_MR,2026-01-13 15:03:00+00:00,2026-01-13 15:08:00+00:00,54.77,54.64,1,-0.1847,0.0547,STOP,5.0
PFE,L3_RSI_SCALP,2026-01-13 15:04:00+00:00,2026-01-13 15:10:00+00:00,25.0599,25.0791,4,-0.0235,0.1003,SIGNAL,6.0
XLF,L1_VWAP_MR,2026-01-13 15:13:00+00:00,2026-01-13 15:16:00+00:00,54.36,54.31,1,-0.1043,0.0543,SIGNAL,3.0
XLF,L3_RSI_SCALP,2026-01-13 15:13:00+00:00,2026-01-13 15:18:00+00:00,54.36,54.290125,1,-0.1242,0.0543,STOP,5.0
PFE,L3_RSI_SCALP,2026-01-13 15:16:00+00:00,2026-01-13 15:19:00+00:00,25.055,25.065,4,-0.0602,0.1002,SIGNAL,3.0
SLV,L1_VWAP_MR,2026-01-13 15:18:00+00:00,2026-01-13 15:24:00+00:00,79.585,79.37,1,-0.2945,0.0795,STOP,6.0
PFE,L3_RSI_SCALP,2026-01-13 15:25:00+00:00,2026-01-13 15:26:00+00:00,25.045,25.02,4,-0.2001,0.1001,STOP,1.0
BAC,L1_VWAP_MR,2026-01-13 15:09:00+00:00,2026-01-13 15:29:00+00:00,54.57,54.755,1,0.1303,0.0547,SIGNAL,20.0
SLV,L1_VWAP_MR,2026-01-13 15:25:00+00:00,2026-01-13 15:36:00+00:00,79.435,79.93,1,0.4153,0.0797,SIGNAL,11.0
PFE,L3_RSI_SCALP,2026-01-13 15:46:00+00:00,2026-01-13 15:49:00+00:00,25.0551,25.065,4,-0.0606,0.1002,SIGNAL,3.0
BAC,L1_VWAP_MR,2026-01-13 16:46:00+00:00,2026-01-13 16:48:00+00:00,54.62,54.58227717796825,1,-0.0923,0.0546,STOP,2.0
XLF,L1_VWAP_MR,2026-01-13 16:36:00+00:00,2026-01-13 17:00:00+00:00,54.27,54.325,1,0.0007,0.0543,SIGNAL,24.0
XLF,L3_RSI_SCALP,2026-01-13 17:04:00+00:00,2026-01-13 17:07:00+00:00,54.295,54.265,1,-0.0843,0.0543,SIGNAL,3.0
XLE,L1_VWAP_MR,2026-01-13 17:03:00+00:00,2026-01-13 17:14:00+00:00,46.82,46.955,2,0.1762,0.0938,SIGNAL,11.0
XLE,L3_RSI_SCALP,2026-01-13 17:12:00+00:00,2026-01-13 17:15:00+00:00,46.88,46.99,2,0.1261,0.0939,SIGNAL,3.0
BAC,L1_VWAP_MR,2026-01-13 17:33:00+00:00,2026-01-13 17:39:00+00:00,54.585,54.6299,1,-0.0097,0.0546,SIGNAL,6.0
BAC,L3_RSI_SCALP,2026-01-13 17:36:00+00:00,2026-01-13 17:42:00+00:00,54.585,54.64,1,0.0004,0.0546,SIGNAL,6.0
SLV,L1_VWAP_MR,2026-01-13 17:47:00+00:00,2026-01-13 17:49:00+00:00,79.715,79.57948833477325,1,-0.2152,0.0796,STOP,2.0
SLV,L1_VWAP_MR,2026-01-13 17:51:00+00:00,2026-01-13 17:53:00+00:00,79.41,79.25,1,-0.2393,0.0793,STOP,2.0
SLV,L1_VWAP_MR,2026-01-13 17:54:00+00:00,2026-01-13 17:55:00+00:00,79.385,79.0699,1,-0.3943,0.0792,STOP,1.0
SLV,L1_VWAP_MR,2026-01-13 17:56:00+00:00,2026-01-13 17:58:00+00:00,79.015,78.84,1,-0.2539,0.0789,STOP,2.0
SLV,L1_VWAP_MR,2026-01-13 17:59:00+00:00,2026-01-13 18:02:00+00:00,78.8625,78.68387851155784,1,-0.2574,0.0788,STOP,3.0
SLV,L3_RSI_SCALP,2026-01-13 18:01:00+00:00,2026-01-13 18:03:00+00:00,78.85,78.46,1,-0.4687,0.0787,STOP,2.0
SLV,L1_VWAP_MR,2026-01-13 18:04:00+00:00,2026-01-13 18:10:00+00:00,78.383,78.8,1,0.3384,0.0786,SIGNAL,6.0
SLV,L3_RSI_SCALP,2026-01-13 18:07:00+00:00,2026-01-13 18:13:00+00:00,78.73,78.925,1,0.1162,0.0788,SIGNAL,6.0
PFE,L3_RSI_SCALP,2026-01-13 18:10:00+00:00,2026-01-13 18:13:00+00:00,24.9955,25.005,4,-0.062,0.1,SIGNAL,3.0
SLV,L1_VWAP_MR,2026-01-13 18:22:00+00:00,2026-01-13 18:25:00+00:00,78.28,78.51,1,0.1516,0.0784,SIGNAL,3.0
SLV,L3_RSI_SCALP,2026-01-13 18:22:00+00:00,2026-01-13 18:28:00+00:00,78.28,78.505,1,0.1466,0.0784,SIGNAL,6.0
SLV,L1_VWAP_MR,2026-01-13 19:02:00+00:00,2026-01-13 19:03:00+00:00,79.02,78.85126880008008,1,-0.2477,0.0789,STOP,1.0
BAC,L1_VWAP_MR,2026-01-13 19:09:00+00:00,2026-01-13 19:18:00+00:00,54.4725,54.43,1,-0.097,0.0545,STOP,9.0
BAC,L1_VWAP_MR,2026-01-13 19:19:00+00:00,2026-01-13 19:23:00+00:00,54.465,54.41,1,-0.1094,0.0544,STOP,4.0
BAC,L1_VWAP_MR,2026-01-13 19:24:00+00:00,2026-01-13 19:30:00+00:00,54.39,54.395,1,-0.0494,0.0544,EOD,6.0
BAC,L3_RSI_SCALP,2026-01-13 19:37:00+00:00,2026-01-13 19:40:00+00:00,54.375,54.405,1,-0.0244,0.0544,SIGNAL,3.0
SLV,L1_VWAP_MR,2026-01-13 19:42:00+00:00,2026-01-13 19:46:00+00:00,79.24,79.0499,1,-0.2692,0.0791,STOP,4.0
XLE,L3_RSI_SCALP,2026-01-13 19:49:00+00:00,2026-01-13 19:52:00+00:00,47.08,47.065,2,-0.1241,0.0941,SIGNAL,3.0
TLT,L3_RSI_SCALP,2026-01-13 19:49:00+00:00,2026-01-13 19:52:00+00:00,87.815,87.8107,1,-0.0921,0.0878,SIGNAL,3.0
SLV,L1_VWAP_MR,2026-01-13 19:49:00+00:00,2026-01-13 20:03:00+00:00,79.235,78.9736,1,-0.3405,0.0791,STOP,14.0
SLV,L1_VWAP_MR,2026-01-13 20:04:00+00:00,2026-01-13 20:05:00+00:00,78.965,78.83988573415408,1,-0.204,0.0789,STOP,1.0
XLE,L3_RSI_SCALP,2026-01-13 20:04:00+00:00,2026-01-13 20:07:00+00:00,47.055,47.1,2,-0.0042,0.0942,SIGNAL,3.0
SLV,L1_VWAP_MR,2026-01-13 20:17:00+00:00,2026-01-13 20:21:00+00:00,78.935,78.71,1,-0.3038,0.0788,STOP,4.0
SLV,L1_VWAP_MR,2026-01-13 20:22:00+00:00,2026-01-13 20:23:00+00:00,78.76,78.55,1,-0.2887,0.0787,STOP,1.0
BAC,L1_VWAP_MR,2026-01-13 20:10:00+00:00,2026-01-13 20:25:00+00:00,54.39,54.465,1,0.0206,0.0544,SIGNAL,15.0
SLV,L1_VWAP_MR,2026-01-13 20:24:00+00:00,2026-01-13 20:26:00+00:00,78.615,78.4747736790766,1,-0.2188,0.0785,STOP,2.0
XLE,L3_RSI_SCALP,2026-01-13 20:28:00+00:00,2026-01-13 20:30:00+00:00,47.025,47.015,2,-0.114,0.094,EOD,2.0
SLV,L1_VWAP_MR,2026-01-13 20:28:00+00:00,2026-01-13 20:30:00+00:00,78.4,78.4438,1,-0.0346,0.0784,EOD,2.0
SLV,L3_RSI_SCALP,2026-01-13 20:29:00+00:00,2026-01-13 20:30:00+00:00,78.4438,78.4438,1,-0.0784,0.0784,EOD,1.0
BAC,L1_VWAP_MR,2026-01-13 20:31:00+00:00,2026-01-13 20:32:00+00:00,54.385,54.355,1,-0.0844,0.0544,STOP,1.0
TLT,L3_RSI_SCALP,2026-01-13 20:32:00+00:00,2026-01-13 20:34:00+00:00,87.79,87.7701,1,-0.1077,0.0878,STOP,2.0
XLF,L1_VWAP_MR,2026-01-13 20:33:00+00:00,2026-01-13 20:39:00+00:00,54.165,54.185,1,-0.0342,0.0542,SIGNAL,6.0
XLF,L3_RSI_SCALP,2026-01-13 20:36:00+00:00,2026-01-13 20:42:00+00:00,54.165,54.185,1,-0.0342,0.0542,SIGNAL,6.0
TLT,L3_RSI_SCALP,2026-01-13 20:41:00+00:00,2026-01-13 20:44:00+00:00,87.77,87.77,1,-0.0878,0.0878,SIGNAL,3.0
SLV,L1_VWAP_MR,2026-01-13 20:33:00+00:00,2026-01-13 20:49:00+00:00,77.985,78.64,1,0.5767,0.0783,SIGNAL,16.0
INTC,L3_RSI_SCALP,2026-01-13 20:46:00+00:00,2026-01-13 20:49:00+00:00,47.135,47.185,2,0.0057,0.0943,SIGNAL,3.0
XLE,L3_RSI_SCALP,2026-01-13 20:47:00+00:00,2026-01-13 20:50:00+00:00,46.94,46.910707,2,-0.1524,0.0939,STOP,3.0
TLT,L3_RSI_SCALP,2026-01-13 20:50:00+00:00,2026-01-13 20:53:00+00:00,87.765,87.775,1,-0.0778,0.0878,SIGNAL,3.0
SLV,L1_VWAP_MR,2026-01-13 20:56:00+00:00,2026-01-13 21:06:00+00:00,78.51,78.7036,1,0.115,0.0786,SIGNAL,10.0
INTC,L3_RSI_SCALP,2026-01-13 21:37:00+00:00,2026-01-13 21:40:00+00:00,47.3,47.3,2,-0.0946,0.0946,SIGNAL,3.0
SLV,L1_VWAP_MR,2026-01-13 21:28:00+00:00,2026-01-13 21:45:00+00:00,78.7886,78.9081,1,0.0407,0.0788,SIGNAL,17.0
SLV,L1_VWAP_MR,2026-01-13 21:46:00+00:00,2026-01-13 21:47:00+00:00,78.86,78.85,1,-0.0889,0.0789,SIGNAL,1.0
SLV,L1_VWAP_MR,2026-01-13 22:01:00+00:00,2026-01-13 22:02:00+00:00,78.88,79.0551,1,0.0961,0.079,SIGNAL,1.0
TLT,L3_RSI_SCALP,2026-01-13 22:02:00+00:00,2026-01-13 22:17:00+00:00,87.7101,87.7102,1,-0.0876,0.0877,SIGNAL,15.0
SLV,L1_VWAP_MR,2026-01-13 23:00:00+00:00,2026-01-13 23:01:00+00:00,79.05,78.919,1,-0.21,0.079,STOP,1.0
SLV,L1_VWAP_MR,2026-01-13 23:02:00+00:00,2026-01-13 23:24:00+00:00,78.9006,79.4,1,0.4202,0.0792,SIGNAL,22.0
BAC,L1_VWAP_MR,2026-01-14 09:16:00+00:00,2026-01-14 09:22:00+00:00,54.29,54.3,1,-0.0443,0.0543,STOP,6.0
BAC,L3_RSI_SCALP,2026-01-14 09:17:00+00:00,2026-01-14 09:37:00+00:00,54.38,54.39,1,-0.0444,0.0544,SIGNAL,20.0
INTC,L3_RSI_SCALP,2026-01-14 10:29:00+00:00,2026-01-14 10:32:00+00:00,48.46,48.46,2,-0.0969,0.0969,SIGNAL,3.0
INTC,L3_RSI_SCALP,2026-01-14 10:35:00+00:00,2026-01-14 10:38:00+00:00,48.37,48.43,2,0.0232,0.0968,SIGNAL,3.0
INTC,L3_RSI_SCALP,2026-01-14 10:53:00+00:00,2026-01-14 10:56:00+00:00,48.24,48.27,2,-0.0365,0.0965,SIGNAL,3.0
INTC,L3_RSI_SCALP,2026-01-14 11:41:00+00:00,2026-01-14 11:44:00+00:00,48.09,48.13,2,-0.0162,0.0962,SIGNAL,3.0
BAC,L2_ORB,2026-01-14 11:55:00+00:00,2026-01-14 11:57:00+00:00,55.66,55.175,1,-0.5404,0.0554,STOP,2.0
INTC,L3_RSI_SCALP,2026-01-14 12:02:00+00:00,2026-01-14 12:05:00+00:00,47.88,47.85,2,-0.1557,0.0957,SIGNAL,3.0
TLT,L2_ORB,2026-01-14 10:31:00+00:00,2026-01-14 13:00:00+00:00,88.0,87.73,1,-0.3579,0.0879,STOP,149.0
BAC,L1_VWAP_MR,2026-01-14 13:00:00+00:00,2026-01-14 13:07:00+00:00,54.35,54.3,1,-0.1043,0.0543,SIGNAL,7.0
BAC,L3_RSI_SCALP,2026-01-14 13:04:00+00:00,2026-01-14 13:10:00+00:00,54.33,54.31,1,-0.0743,0.0543,SIGNAL,6.0
BAC,L1_VWAP_MR,2026-01-14 13:14:00+00:00,2026-01-14 13:20:00+00:00,53.95,53.77103328066505,1,-0.2328,0.0539,STOP,6.0
BAC,L1_VWAP_MR,2026-01-14 13:23:00+00:00,2026-01-14 13:26:00+00:00,53.75,53.56,1,-0.2437,0.0537,STOP,3.0
BAC,L1_VWAP_MR,2026-01-14 13:27:00+00:00,2026-01-14 13:29:00+00:00,53.45,53.31027126759939,1,-0.1931,0.0534,STOP,2.0
XLF,L1_VWAP_MR,2026-01-14 13:29:00+00:00,2026-01-14 13:31:00+00:00,54.13,54.1,1,-0.0841,0.0541,STOP,2.0
BAC,L3_RSI_SCALP,2026-01-14 13:31:00+00:00,2026-01-14 13:34:00+00:00,53.34,53.68,1,0.2865,0.0535,SIGNAL,3.0
XLF,L1_VWAP_MR,2026-01-14 13:32:00+00:00,2026-01-14 13:35:00+00:00,54.1,54.07,1,-0.0841,0.0541,STOP,3.0
BAC,L3_RSI_SCALP,2026-01-14 13:43:00+00:00,2026-01-14 13:46:00+00:00,53.63,53.54,1,-0.1436,0.0536,SIGNAL,3.0
XLF,L1_VWAP_MR,2026-01-14 13:36:00+00:00,2026-01-14 13:50:00+00:00,54.09,54.07,1,-0.0741,0.0541,STOP,14.0
XLF,L3_RSI_SCALP,2026-01-14 13:46:00+00:00,2026-01-14 13:50:00+00:00,54.09,54.07,1,-0.0741,0.0541,SIGNAL,4.0
BAC,L1_VWAP_MR,2026-01-14 14:23:00+00:00,2026-01-14 14:25:00+00:00,53.24,53.59,1,0.2966,0.0534,SIGNAL,2.0
XLF,L1_VWAP_MR,2026-01-14 13:51:00+00:00,2026-01-14 14:29:00+00:00,54.08,54.03,1,-0.1041,0.0541,STOP,38.0
INTC,L2_ORB,2026-01-14 14:25:00+00:00,2026-01-14 14:30:00+00:00,48.84,48.47,2,-0.8373,0.0973,STOP,5.0
SLV,L2_ORB,2026-01-14 14:19:00+00:00,2026-01-14 14:30:00+00:00,83.4998,82.97,1,-0.613,0.0832,STOP,11.0
INTC,L1_VWAP_MR,2026-01-14 14:31:00+00:00,2026-01-14 14:32:00+00:00,48.11,47.908539479592704,2,-0.4989,0.096,STOP,1.0
XLF,L3_RSI_SCALP,2026-01-14 14:33:00+00:00,2026-01-14 14:34:00+00:00,53.99,53.95,1,-0.094,0.054,STOP,1.0
BAC,L1_VWAP_MR,2026-01-14 14:33:00+00:00,2026-01-14 14:36:00+00:00,52.57,52.8,2,0.3546,0.1054,SIGNAL,3.0
BAC,L3_RSI_SCALP,2026-01-14 14:35:00+00:00,2026-01-14 14:38:00+00:00,52.59,52.615,2,-0.0552,0.1052,SIGNAL,3.0
SLV,L3_RSI_SCALP,2026-01-14 14:37:00+00:00,2026-01-14 14:38:00+00:00,82.7107,82.506554,1,-0.2868,0.0826,STOP,1.0
INTC,L1_VWAP_MR,2026-01-14 14:36:00+00:00,2026-01-14 14:41:00+00:00,47.8589,47.570202503948686,2,-0.6728,0.0954,STOP,5.0
SLV,L1_VWAP_MR,2026-01-14 14:42:00+00:00,2026-01-14 14:46:00+00:00,82.17,82.55,1,0.2976,0.0824,SIGNAL,4.0
BAC,L1_VWAP_MR,2026-01-14 14:41:00+00:00,2026-01-14 14:50:00+00:00,52.49,52.685,2,0.2848,0.1052,SIGNAL,9.0
SLV,L1_VWAP_MR,2026-01-14 14:49:00+00:00,2026-01-14 14:51:00+00:00,82.141,82.48,1,0.2567,0.0823,SIGNAL,2.0
BAC,L3_RSI_SCALP,2026-01-14 14:56:00+00:00,2026-01-14 14:59:00+00:00,52.47,52.23,2,-0.5847,0.1047,STOP,3.0
BAC,L1_VWAP_MR,2026-01-14 14:58:00+00:00,2026-01-14 15:01:00+00:00,52.305,52.122807946428,2,-0.4688,0.1044,STOP,3.0
XLF,L3_RSI_SCALP,2026-01-14 15:03:00+00:00,2026-01-14 15:06:00+00:00,53.825,53.875,1,-0.0038,0.0538,SIGNAL,3.0
SLV,L1_VWAP_MR,2026-01-14 15:02:00+00:00,2026-01-14 15:11:00+00:00,81.91,82.5,1,0.5078,0.0822,SIGNAL,9.0
BAC,L1_VWAP_MR,2026-01-14 15:10:00+00:00,2026-01-14 15:16:00+00:00,52.13,51.95,2,-0.4641,0.1041,STOP,6.0
INTC,L1_VWAP_MR,2026-01-14 15:11:00+00:00,2026-01-14 15:18:00+00:00,47.9584,47.717511054644156,2,-0.5775,0.0957,STOP,7.0
